hour,is_holiday,day_night,surveillance_coverage,temperature,population_density,cases_7days,cases_30days,risk_level
13,1,0,0.0,2.8,12895.0,11,12,中风险
19,0,1,0.3,10.5,11579.0,2,3,中风险
16,1,0,0.95,26.0,30000.0,9,42,中风险
3,1,1,0.5,36.9,22105.0,13,16,中风险
15,1,0,0.75,33.8,30000.0,12,13,低风险
19,0,1,0.1,-0.3,20789.0,17,43,高风险
14,0,0,0.65,13.6,7632.0,5,14,低风险
18,0,1,0.75,36.9,24737.0,14,20,中风险
14,1,0,0.4,30.7,16842.0,18,31,中风险
18,1,1,0.7,-1.9,19474.0,18,27,中风险
0,1,1,0.15,-3.4,20789.0,13,31,高风险
13,1,0,0.8,5.9,16842.0,11,46,低风险
19,1,1,0.6,35.3,30000.0,16,44,中风险
20,1,1,1.0,26.0,28684.0,1,21,中风险
1,0,1,0.85,24.5,6316.0,5,42,中风险
22,1,1,0.75,2.8,15526.0,13,47,中风险
0,1,1,0.45,33.8,28684.0,8,48,高风险
23,0,1,0.25,-5.0,28684.0,15,32,高风险
3,1,1,0.4,22.9,28684.0,20,22,高风险
4,1,1,0.1,18.3,27368.0,14,26,高风险
2,0,1,0.65,36.9,26053.0,11,40,高风险
16,0,0,0.55,18.3,23421.0,4,7,中风险
2,1,1,1.0,13.6,19474.0,4,43,中风险
6,1,0,0.65,7.4,8947.0,1,35,中风险
2,1,1,0.15,9.0,26053.0,17,24,高风险
15,1,0,0.2,30.7,11579.0,9,28,中风险
6,0,0,0.45,1.2,20789.0,10,11,中风险
17,1,0,0.9,13.6,16842.0,8,11,低风险
6,1,0,0.5,-0.3,14211.0,5,18,中风险
12,0,0,0.05,40.0,18158.0,13,43,中风险
5,0,1,0.35,18.3,11579.0,8,45,高风险
17,1,0,0.35,32.2,23421.0,8,11,中风险
7,0,0,0.9,16.7,26053.0,1,3,中风险
2,1,1,0.3,13.6,19474.0,15,50,高风险
5,0,1,0.9,21.4,12895.0,10,41,中风险
12,0,0,0.25,5.9,24737.0,4,35,中风险
20,0,1,0.4,22.9,22105.0,1,4,中风险
6,0,0,0.8,1.2,30000.0,18,23,中风险
2,1,1,0.9,40.0,16842.0,17,45,中风险
18,0,1,0.4,30.7,14211.0,18,35,中风险
10,1,0,0.4,10.5,11579.0,3,25,低风险
18,1,1,0.95,22.9,27368.0,12,15,中风险
22,1,1,0.95,12.1,12895.0,8,27,中风险
1,1,1,0.1,-5.0,26053.0,18,20,高风险
8,1,0,0.5,27.6,6316.0,0,26,低风险
4,1,1,0.35,27.6,23421.0,9,45,高风险
17,0,0,0.0,-3.4,11579.0,12,20,中风险
11,1,0,0.3,38.4,28684.0,20,49,中风险
22,1,1,0.8,-0.3,5000.0,20,50,中风险
7,0,0,0.2,33.8,22105.0,10,20,中风险
21,1,1,0.3,40.0,24737.0,7,29,中风险
18,0,1,0.95,29.1,5000.0,0,31,中风险
12,0,0,0.35,16.7,26053.0,19,44,中风险
3,1,1,0.0,40.0,23421.0,18,25,高风险
13,1,0,0.45,38.4,10263.0,0,12,低风险
16,1,0,1.0,9.0,20789.0,18,41,中风险
23,0,1,0.6,-5.0,6316.0,3,22,中风险
1,0,1,0.4,35.3,24737.0,3,39,高风险
9,0,0,0.3,29.1,26053.0,16,37,中风险
5,0,1,0.3,24.5,6316.0,19,48,高风险
21,1,1,0.15,33.8,22105.0,17,55,高风险
19,1,1,0.1,38.4,10263.0,12,26,中风险
1,0,1,0.25,27.6,18158.0,4,41,高风险
2,1,1,0.75,21.4,26053.0,8,25,中风险
8,1,0,0.2,16.7,30000.0,18,42,中风险
15,0,0,0.15,7.4,15526.0,17,47,中风险
6,1,0,0.0,32.2,12895.0,9,24,中风险
20,0,1,0.65,19.8,26053.0,9,49,高风险
20,1,1,0.85,-5.0,28684.0,13,46,中风险
16,1,0,0.35,7.4,15526.0,3,11,低风险
17,1,0,0.0,15.2,27368.0,3,39,中风险
0,1,1,0.7,19.8,7632.0,2,36,中风险
23,1,1,0.4,27.6,16842.0,13,45,高风险
2,0,1,0.25,2.8,14211.0,6,9,中风险
8,0,0,0.95,21.4,26053.0,5,11,中风险
12,1,0,0.6,2.8,11579.0,20,30,中风险
9,1,0,0.65,16.7,7632.0,0,22,低风险
12,0,0,0.1,16.7,10263.0,16,52,中风险
15,0,0,0.6,5.9,8947.0,0,30,低风险
19,0,1,0.95,35.3,24737.0,9,25,中风险
4,1,1,0.35,9.0,14211.0,1,38,中风险
3,1,1,0.55,30.7,18158.0,4,25,中风险
1,0,1,0.0,19.8,12895.0,1,22,高风险
5,1,1,0.7,1.2,27368.0,10,28,中风险
11,0,0,0.8,24.5,12895.0,17,39,中风险
20,1,1,0.6,2.8,18158.0,11,20,中风险
9,0,0,0.2,18.3,26053.0,18,56,高风险
20,0,1,0.5,1.2,6316.0,10,41,中风险
0,1,1,0.4,16.7,24737.0,9,43,高风险
21,1,1,0.85,1.2,14211.0,1,16,低风险
2,0,1,0.7,-0.3,7632.0,20,23,中风险
7,0,0,0.35,30.7,14211.0,14,27,中风险
6,0,0,0.4,22.9,19474.0,3,40,中风险
15,0,0,0.6,40.0,19474.0,10,11,低风险
21,0,1,0.4,5.9,12895.0,4,16,中风险
8,0,0,0.2,22.9,11579.0,4,42,中风险
16,0,0,0.7,21.4,12895.0,0,15,中风险
21,1,1,0.45,9.0,16842.0,10,42,中风险
13,0,0,0.25,9.0,22105.0,12,49,中风险
23,0,1,1.0,22.9,24737.0,15,29,高风险
4,0,1,1.0,26.0,15526.0,6,16,中风险
4,0,1,0.9,10.5,10263.0,8,9,中风险
6,1,0,0.1,22.9,19474.0,15,17,高风险
10,0,0,0.4,18.3,7632.0,12,23,中风险
5,1,1,0.2,13.6,22105.0,4,30,高风险
10,1,0,0.8,4.3,16842.0,15,20,低风险
20,0,1,0.65,-1.9,26053.0,11,34,中风险
12,0,0,0.75,15.2,20789.0,5,23,中风险
13,0,0,0.45,-1.9,10263.0,0,37,低风险
9,1,0,1.0,1.2,6316.0,10,29,低风险
12,1,0,0.0,10.5,12895.0,11,39,中风险
0,1,1,0.8,18.3,30000.0,7,16,中风险
1,0,1,0.4,9.0,18158.0,2,39,中风险
17,0,0,0.7,1.2,14211.0,8,25,低风险
23,0,1,0.05,36.9,11579.0,2,34,中风险
16,0,0,0.0,27.6,23421.0,16,25,中风险
13,0,0,0.05,10.5,16842.0,0,31,中风险
18,1,1,0.55,15.2,15526.0,2,42,中风险
14,1,0,0.6,1.2,8947.0,0,10,低风险
7,0,0,0.35,-1.9,19474.0,3,12,低风险
4,0,1,0.15,19.8,12895.0,1,14,高风险
0,0,1,0.2,40.0,19474.0,10,40,高风险
19,1,1,0.25,-3.4,14211.0,19,57,中风险
0,0,1,0.2,7.4,15526.0,12,47,高风险
11,1,0,0.2,32.2,6316.0,8,11,低风险
15,1,0,0.1,30.7,26053.0,1,32,中风险
22,1,1,0.35,38.4,23421.0,11,20,中风险
16,1,0,0.55,4.3,27368.0,19,35,中风险
23,1,1,0.65,30.7,24737.0,16,27,高风险
21,1,1,0.9,27.6,12895.0,12,35,中风险
4,0,1,0.1,-1.9,7632.0,7,37,中风险
16,1,0,0.55,2.8,27368.0,10,39,中风险
18,1,1,0.35,35.3,12895.0,2,5,中风险
0,0,1,0.6,-3.4,16842.0,4,28,中风险
16,0,0,0.45,10.5,19474.0,1,37,中风险
3,1,1,0.35,-0.3,22105.0,18,49,高风险
20,1,1,0.5,-1.9,11579.0,11,33,中风险
3,1,1,0.85,4.3,11579.0,12,44,中风险
10,1,0,0.35,4.3,5000.0,20,26,低风险
14,0,0,0.8,-1.9,23421.0,9,42,中风险
19,1,1,0.65,22.9,16842.0,2,9,中风险
4,1,1,0.0,9.0,11579.0,16,33,高风险
6,1,0,0.45,38.4,6316.0,5,14,中风险
20,0,1,0.95,21.4,28684.0,8,26,中风险
5,0,1,0.05,26.0,12895.0,6,41,高风险
3,0,1,0.6,18.3,18158.0,14,40,高风险
14,1,0,0.9,4.3,8947.0,8,24,低风险
21,1,1,0.0,1.2,15526.0,0,34,中风险
12,1,0,0.85,-3.4,18158.0,8,29,低风险
23,0,1,0.9,16.7,12895.0,1,33,中风险
10,1,0,0.45,33.8,28684.0,2,22,中风险
1,0,1,0.6,10.5,5000.0,11,26,中风险
2,0,1,0.25,13.6,7632.0,14,25,高风险
19,0,1,0.65,26.0,14211.0,20,28,中风险
14,0,0,0.9,27.6,24737.0,10,26,中风险
21,1,1,0.15,13.6,23421.0,9,38,高风险
19,1,1,0.25,29.1,23421.0,2,3,中风险
14,0,0,0.3,35.3,30000.0,4,40,中风险
4,1,1,0.35,24.5,6316.0,0,12,中风险
15,0,0,0.2,27.6,23421.0,20,43,高风险
9,0,0,0.0,12.1,8947.0,2,29,中风险
3,1,1,0.55,2.8,23421.0,7,11,中风险
0,0,1,0.2,15.2,23421.0,13,17,高风险
21,1,1,0.2,12.1,11579.0,15,18,中风险
1,0,1,0.2,38.4,5000.0,12,21,中风险
16,1,0,0.35,26.0,23421.0,19,52,中风险
15,1,0,0.75,21.4,18158.0,4,18,低风险
23,0,1,0.15,21.4,6316.0,2,18,中风险
6,1,0,0.95,16.7,23421.0,1,24,中风险
17,0,0,0.65,36.9,5000.0,3,16,低风险
19,1,1,0.4,18.3,23421.0,8,45,中风险
19,0,1,0.9,7.4,20789.0,5,19,中风险
13,1,0,0.85,-1.9,27368.0,10,32,低风险
4,0,1,0.65,-5.0,23421.0,16,28,高风险
4,1,1,0.7,15.2,18158.0,11,15,中风险
3,1,1,0.5,12.1,24737.0,1,2,中风险
7,0,0,0.95,4.3,6316.0,20,53,低风险
5,1,1,0.8,4.3,24737.0,20,41,中风险
22,1,1,0.0,24.5,30000.0,0,4,高风险
0,0,1,0.85,16.7,14211.0,13,44,高风险
4,0,1,0.65,12.1,15526.0,3,15,中风险
6,1,0,0.5,36.9,6316.0,7,40,中风险
22,1,1,0.15,16.7,19474.0,9,34,高风险
23,1,1,0.25,7.4,24737.0,11,12,高风险
18,1,1,0.9,26.0,22105.0,18,39,中风险
19,0,1,0.9,13.6,15526.0,11,12,中风险
12,0,0,0.7,1.2,7632.0,9,33,低风险
13,1,0,0.45,10.5,10263.0,7,11,低风险
10,1,0,0.5,27.6,12895.0,5,6,低风险
23,1,1,0.15,38.4,15526.0,8,22,中风险
11,1,0,0.5,33.8,12895.0,8,33,低风险
15,1,0,0.95,10.5,14211.0,6,19,低风险
2,0,1,0.7,27.6,16842.0,9,27,高风险
13,1,0,0.75,1.2,15526.0,14,40,低风险
18,1,1,0.3,-3.4,19474.0,1,18,中风险
18,0,1,1.0,13.6,14211.0,20,34,中风险
2,0,1,0.65,10.5,16842.0,9,35,高风险
14,0,0,0.9,27.6,11579.0,3,10,低风险
18,1,1,0.0,-1.9,14211.0,11,18,中风险
14,1,0,0.05,13.6,14211.0,7,33,中风险
17,0,0,0.75,22.9,15526.0,12,47,中风险
3,1,1,0.1,16.7,5000.0,18,55,高风险
11,0,0,0.4,4.3,18158.0,15,33,中风险
8,0,0,0.45,35.3,28684.0,9,31,中风险
18,0,1,0.65,4.3,19474.0,13,23,中风险
20,1,1,0.25,40.0,16842.0,15,44,中风险
7,0,0,0.0,36.9,27368.0,9,17,中风险
21,0,1,0.6,40.0,6316.0,15,39,中风险
19,0,1,0.05,22.9,30000.0,7,10,高风险
19,1,1,0.75,33.8,12895.0,7,41,中风险
10,0,0,0.15,40.0,12895.0,2,24,中风险
21,1,1,0.0,2.8,15526.0,6,42,中风险
2,0,1,0.2,-3.4,7632.0,5,13,中风险
14,1,0,0.15,15.2,24737.0,3,25,中风险
9,1,0,1.0,24.5,27368.0,0,7,低风险
1,1,1,0.85,-3.4,15526.0,14,15,中风险
19,1,1,0.55,7.4,24737.0,15,17,中风险
18,1,1,0.15,-3.4,24737.0,11,51,中风险
2,0,1,0.4,9.0,24737.0,4,39,高风险
21,0,1,0.9,36.9,18158.0,12,51,中风险
0,0,1,0.95,-1.9,16842.0,15,20,中风险
10,1,0,0.95,19.8,26053.0,18,43,中风险
19,0,1,0.25,15.2,14211.0,18,33,高风险
13,0,0,0.25,18.3,7632.0,11,16,中风险
9,1,0,0.6,1.2,7632.0,7,33,低风险
23,0,1,0.45,-0.3,30000.0,7,23,中风险
19,0,1,0.05,19.8,5000.0,16,35,中风险
1,0,1,0.65,27.6,26053.0,1,34,高风险
7,0,0,0.85,22.9,20789.0,11,13,中风险
1,0,1,0.85,15.2,15526.0,12,27,中风险
6,1,0,0.75,10.5,20789.0,5,36,中风险
7,0,0,0.65,29.1,16842.0,0,40,中风险
3,0,1,0.8,12.1,11579.0,19,55,高风险
19,0,1,0.9,10.5,24737.0,3,5,中风险
7,1,0,0.55,-5.0,28684.0,19,43,中风险
17,1,0,0.85,-0.3,19474.0,15,39,低风险
5,0,1,0.3,19.8,19474.0,4,39,高风险
23,1,1,0.6,26.0,8947.0,18,20,中风险
7,1,0,0.2,18.3,18158.0,2,20,中风险
0,1,1,0.5,1.2,8947.0,20,42,中风险
15,1,0,0.35,32.2,26053.0,0,6,低风险
2,0,1,0.7,16.7,18158.0,15,46,高风险
19,1,1,0.85,35.3,26053.0,4,44,中风险
8,0,0,0.9,16.7,26053.0,14,14,中风险
18,1,1,0.0,19.8,10263.0,15,46,高风险
18,0,1,0.85,5.9,15526.0,6,46,中风险
15,0,0,0.3,19.8,24737.0,11,25,中风险
17,0,0,0.2,27.6,28684.0,2,33,中风险
0,1,1,0.3,32.2,14211.0,14,16,中风险
5,0,1,0.35,19.8,15526.0,0,1,中风险
3,0,1,0.6,-0.3,24737.0,12,43,高风险
18,0,1,0.85,36.9,18158.0,16,41,中风险
19,0,1,0.25,36.9,23421.0,16,35,高风险
14,0,0,0.55,35.3,27368.0,15,52,中风险
0,1,1,0.7,26.0,23421.0,8,22,高风险
20,1,1,0.65,24.5,11579.0,13,25,中风险
4,1,1,0.0,-0.3,19474.0,9,49,高风险
7,1,0,0.5,21.4,24737.0,7,27,中风险
6,1,0,0.0,29.1,28684.0,8,47,高风险
10,0,0,0.3,27.6,28684.0,19,39,中风险
19,1,1,0.9,29.1,10263.0,1,21,中风险
10,0,0,1.0,7.4,12895.0,14,23,低风险
6,1,0,0.25,33.8,27368.0,1,20,中风险
17,0,0,0.3,36.9,24737.0,7,14,中风险
20,1,1,0.15,32.2,22105.0,17,33,高风险
16,1,0,0.1,22.9,27368.0,19,19,中风险
8,0,0,0.65,35.3,18158.0,8,45,中风险
8,1,0,0.1,10.5,24737.0,20,38,中风险
16,1,0,0.7,16.7,30000.0,20,22,中风险
13,1,0,0.55,7.4,26053.0,18,32,中风险
0,1,1,0.3,-0.3,6316.0,3,39,中风险
14,0,0,0.85,18.3,18158.0,12,49,中风险
1,0,1,0.55,-5.0,23421.0,3,13,中风险
12,1,0,0.2,9.0,14211.0,13,38,中风险
10,0,0,0.85,19.8,24737.0,14,15,中风险
23,1,1,0.5,9.0,22105.0,18,38,高风险
4,0,1,0.65,24.5,20789.0,2,6,高风险
0,0,1,0.9,38.4,15526.0,11,46,中风险
9,0,0,1.0,15.2,22105.0,17,42,中风险
21,1,1,0.75,19.8,27368.0,1,22,中风险
7,1,0,0.5,1.2,19474.0,17,56,中风险
20,1,1,0.55,24.5,26053.0,11,43,高风险
12,1,0,0.95,13.6,22105.0,14,43,中风险
11,1,0,0.15,2.8,22105.0,3,5,中风险
17,0,0,1.0,33.8,22105.0,15,30,中风险
23,0,1,0.65,22.9,6316.0,0,6,中风险
17,1,0,0.8,40.0,6316.0,20,51,低风险
22,0,1,0.3,5.9,27368.0,13,50,高风险
1,0,1,0.45,1.2,14211.0,7,23,中风险
8,1,0,0.15,5.9,27368.0,7,28,中风险
11,0,0,0.3,-0.3,28684.0,2,17,中风险
13,0,0,0.95,40.0,12895.0,20,55,中风险
18,1,1,0.0,12.1,5000.0,20,44,中风险
3,0,1,0.05,2.8,11579.0,16,28,高风险
19,0,1,0.8,26.0,10263.0,13,22,中风险
17,1,0,0.75,18.3,24737.0,16,39,中风险
20,1,1,0.7,-3.4,5000.0,19,39,中风险
6,1,0,0.2,16.7,27368.0,11,39,高风险
2,1,1,0.2,26.0,26053.0,7,32,高风险
8,1,0,0.4,15.2,10263.0,16,23,中风险
2,0,1,0.2,-3.4,7632.0,6,11,中风险
7,1,0,0.0,-3.4,26053.0,4,39,中风险
17,0,0,0.65,2.8,10263.0,4,26,低风险
16,1,0,0.2,24.5,7632.0,17,36,中风险
23,0,1,0.95,16.7,8947.0,20,25,中风险
15,0,0,0.9,35.3,22105.0,15,18,中风险
4,0,1,0.3,35.3,16842.0,11,48,中风险
22,1,1,0.6,5.9,24737.0,2,20,中风险
3,1,1,0.8,19.8,22105.0,7,16,中风险
23,1,1,0.0,7.4,30000.0,0,37,高风险
7,0,0,0.6,21.4,22105.0,14,38,中风险
0,0,1,0.45,9.0,20789.0,9,21,高风险
21,1,1,0.25,33.8,23421.0,11,32,高风险
4,1,1,0.8,22.9,15526.0,8,31,中风险
18,0,1,0.35,22.9,15526.0,9,13,中风险
9,1,0,0.8,40.0,12895.0,12,47,低风险
20,0,1,0.15,33.8,16842.0,9,40,中风险
17,1,0,0.5,26.0,28684.0,7,15,中风险
4,0,1,0.9,35.3,14211.0,19,42,中风险
3,0,1,0.6,40.0,19474.0,0,40,中风险
20,0,1,0.5,7.4,28684.0,15,34,高风险
19,0,1,0.05,40.0,20789.0,18,55,高风险
21,1,1,0.45,12.1,28684.0,13,35,中风险
0,1,1,0.55,-5.0,24737.0,0,22,中风险
3,0,1,0.15,29.1,6316.0,1,18,中风险
17,0,0,0.15,30.7,22105.0,7,46,中风险
22,0,1,0.65,10.5,28684.0,5,29,高风险
6,1,0,0.9,21.4,10263.0,12,27,中风险
12,0,0,0.75,-0.3,10263.0,3,27,低风险
2,1,1,1.0,35.3,24737.0,0,8,中风险
2,0,1,0.25,24.5,5000.0,16,20,高风险
8,0,0,0.05,38.4,28684.0,1,21,中风险
1,0,1,1.0,19.8,22105.0,13,38,高风险
1,1,1,0.9,-5.0,23421.0,6,18,中风险
19,1,1,0.45,-0.3,19474.0,10,14,中风险
11,0,0,0.05,22.9,7632.0,1,34,中风险
0,0,1,0.95,16.7,14211.0,1,3,中风险
1,0,1,0.2,24.5,30000.0,13,29,高风险
0,1,1,0.95,-1.9,16842.0,7,36,中风险
7,0,0,0.4,18.3,18158.0,0,8,中风险
0,1,1,0.2,15.2,6316.0,16,19,高风险
0,0,1,0.35,36.9,28684.0,1,22,中风险
16,1,0,0.6,-5.0,14211.0,11,18,低风险
5,0,1,0.75,32.2,20789.0,18,43,高风险
9,0,0,0.15,-0.3,15526.0,3,20,中风险
9,0,0,0.75,2.8,8947.0,3,18,低风险
4,1,1,0.25,-1.9,5000.0,19,57,中风险
6,0,0,0.75,21.4,20789.0,4,25,中风险
10,1,0,0.0,7.4,24737.0,2,23,中风险
18,1,1,0.95,16.7,8947.0,14,30,中风险
0,1,1,0.3,30.7,10263.0,8,10,中风险
15,1,0,0.8,4.3,11579.0,13,23,低风险
19,0,1,0.2,-3.4,14211.0,13,52,中风险
1,0,1,0.9,26.0,24737.0,15,32,高风险
6,1,0,0.35,4.3,10263.0,8,36,中风险
9,1,0,0.35,-5.0,22105.0,16,53,中风险
5,1,1,1.0,2.8,11579.0,18,56,中风险
4,1,1,0.5,32.2,22105.0,6,45,高风险
23,0,1,0.0,36.9,24737.0,8,41,高风险
20,0,1,0.7,5.9,8947.0,15,48,中风险
12,0,0,0.3,27.6,16842.0,0,37,中风险
3,0,1,0.05,18.3,20789.0,2,42,高风险
22,0,1,0.8,27.6,18158.0,11,24,中风险
15,1,0,1.0,-3.4,22105.0,4,13,低风险
15,0,0,0.85,9.0,5000.0,13,19,低风险
23,1,1,0.75,36.9,5000.0,19,21,中风险
18,0,1,0.55,2.8,18158.0,1,6,中风险
22,1,1,0.4,38.4,8947.0,8,31,中风险
8,0,0,0.6,30.7,24737.0,0,33,中风险
6,0,0,1.0,21.4,6316.0,15,33,中风险
14,1,0,0.95,18.3,16842.0,10,50,中风险
16,1,0,0.55,32.2,28684.0,2,9,中风险
22,0,1,0.15,10.5,16842.0,4,28,高风险
21,1,1,0.8,5.9,20789.0,4,18,中风险
14,0,0,0.0,-0.3,12895.0,9,40,中风险
1,1,1,0.45,32.2,22105.0,17,55,高风险
3,1,1,0.35,12.1,7632.0,18,38,中风险
9,1,0,0.5,19.8,10263.0,14,14,中风险
19,0,1,0.7,10.5,8947.0,19,21,中风险
11,0,0,0.3,22.9,12895.0,3,3,中风险
1,0,1,0.1,33.8,15526.0,15,26,高风险
16,1,0,0.1,2.8,14211.0,7,15,低风险
7,0,0,0.2,16.7,30000.0,11,26,中风险
7,1,0,0.7,9.0,10263.0,15,41,中风险
4,1,1,0.95,22.9,24737.0,5,34,中风险
2,0,1,0.75,18.3,16842.0,4,43,中风险
16,0,0,0.35,18.3,20789.0,10,18,中风险
10,1,0,0.2,2.8,5000.0,4,17,低风险
8,0,0,1.0,33.8,22105.0,13,35,中风险
0,0,1,0.45,13.6,12895.0,4,38,中风险
19,1,1,0.5,22.9,15526.0,0,3,中风险
18,1,1,0.8,36.9,24737.0,20,50,中风险
14,1,0,0.6,22.9,14211.0,0,37,中风险
2,1,1,0.6,33.8,5000.0,9,41,中风险
8,1,0,0.05,18.3,18158.0,4,16,中风险
7,1,0,0.05,15.2,11579.0,0,11,中风险
21,1,1,0.4,26.0,26053.0,14,30,中风险
19,1,1,0.0,32.2,19474.0,8,46,中风险
14,1,0,0.4,15.2,10263.0,13,41,中风险
10,0,0,0.2,19.8,11579.0,4,34,中风险
3,1,1,0.85,27.6,28684.0,16,49,高风险
18,0,1,0.3,32.2,14211.0,2,5,中风险
22,1,1,0.6,16.7,24737.0,18,58,高风险
17,1,0,0.5,-0.3,15526.0,0,40,低风险
19,0,1,0.45,22.9,10263.0,19,54,高风险
9,0,0,0.05,27.6,6316.0,15,43,中风险
8,1,0,1.0,9.0,14211.0,15,54,低风险
15,1,0,0.15,19.8,20789.0,16,39,中风险
14,1,0,0.85,21.4,7632.0,5,17,低风险
9,1,0,0.75,7.4,8947.0,0,8,低风险
12,1,0,0.3,-1.9,24737.0,18,36,中风险
3,1,1,0.95,-3.4,30000.0,15,46,中风险
13,0,0,1.0,-3.4,15526.0,10,18,低风险
8,0,0,0.35,7.4,24737.0,3,18,中风险
4,1,1,0.85,18.3,19474.0,0,5,中风险
11,1,0,0.4,27.6,15526.0,4,22,中风险
0,0,1,0.5,30.7,12895.0,13,25,高风险
9,1,0,0.6,15.2,10263.0,5,18,中风险
2,0,1,0.35,27.6,15526.0,10,24,高风险
5,1,1,0.8,15.2,30000.0,10,22,中风险
2,1,1,0.7,35.3,18158.0,11,21,中风险
14,1,0,0.25,-1.9,19474.0,2,3,低风险
9,0,0,0.95,-5.0,28684.0,15,27,中风险
10,0,0,0.95,7.4,23421.0,12,34,中风险
7,1,0,0.95,-1.9,8947.0,13,50,低风险
2,0,1,0.05,1.2,20789.0,16,36,高风险
13,0,0,0.25,27.6,15526.0,15,33,中风险
21,1,1,0.55,13.6,8947.0,14,54,中风险
1,1,1,0.9,-0.3,26053.0,8,12,中风险
17,0,0,0.5,7.4,26053.0,0,12,中风险
3,0,1,0.65,1.2,7632.0,17,23,中风险
4,1,1,1.0,30.7,6316.0,6,44,中风险
16,0,0,0.3,21.4,23421.0,16,24,中风险
4,0,1,0.8,24.5,14211.0,8,9,中风险
14,1,0,0.8,7.4,15526.0,7,24,低风险
18,0,1,0.7,9.0,16842.0,8,13,中风险
18,1,1,0.95,-1.9,28684.0,12,38,中风险
19,1,1,0.8,2.8,24737.0,20,53,中风险
2,1,1,0.5,22.9,8947.0,11,28,中风险
1,1,1,0.35,38.4,22105.0,12,51,高风险
1,0,1,0.9,-5.0,18158.0,19,55,中风险
22,0,1,0.6,5.9,16842.0,6,10,中风险
6,0,0,0.05,-3.4,19474.0,16,21,中风险
5,0,1,0.55,24.5,10263.0,14,41,高风险
18,0,1,0.2,18.3,16842.0,3,8,中风险
2,0,1,1.0,35.3,8947.0,16,55,中风险
4,1,1,0.05,38.4,14211.0,10,31,中风险
9,1,0,0.8,12.1,15526.0,6,20,低风险
17,1,0,0.1,35.3,30000.0,8,43,中风险
3,1,1,0.15,21.4,27368.0,10,50,高风险
5,0,1,0.05,24.5,10263.0,8,48,高风险
10,1,0,0.2,12.1,7632.0,8,36,中风险
11,1,0,0.05,30.7,8947.0,16,41,中风险
21,1,1,0.35,21.4,16842.0,8,10,中风险
16,1,0,0.9,38.4,11579.0,7,44,低风险
5,1,1,0.95,-1.9,18158.0,8,30,中风险
9,1,0,0.55,1.2,5000.0,12,15,低风险
6,0,0,0.55,24.5,11579.0,12,51,高风险
22,1,1,0.45,38.4,26053.0,12,43,高风险
8,1,0,0.1,19.8,16842.0,9,47,中风险
8,0,0,0.7,22.9,16842.0,0,35,中风险
17,1,0,0.85,21.4,7632.0,19,32,低风险
11,0,0,1.0,7.4,7632.0,14,26,低风险
0,0,1,0.55,16.7,8947.0,16,29,高风险
8,0,0,1.0,27.6,15526.0,3,24,低风险
5,0,1,0.55,-5.0,26053.0,5,41,高风险
4,1,1,0.95,15.2,27368.0,0,15,中风险
1,1,1,1.0,10.5,6316.0,7,39,中风险
2,0,1,0.4,15.2,20789.0,3,30,高风险
10,0,0,0.45,19.8,5000.0,6,21,低风险
10,1,0,0.1,16.7,18158.0,19,31,中风险
11,0,0,0.1,-1.9,6316.0,3,4,低风险
21,0,1,0.85,24.5,5000.0,9,40,中风险
16,1,0,0.8,35.3,30000.0,13,22,低风险
22,0,1,0.85,32.2,22105.0,17,38,高风险
8,0,0,0.7,9.0,18158.0,18,56,中风险
19,0,1,0.25,36.9,26053.0,10,40,高风险
17,1,0,0.6,33.8,26053.0,17,51,中风险
9,0,0,0.45,7.4,5000.0,18,55,中风险
15,1,0,0.9,5.9,18158.0,0,20,低风险
13,1,0,0.05,2.8,27368.0,6,38,中风险
5,0,1,0.25,4.3,5000.0,13,13,中风险
2,1,1,0.65,9.0,5000.0,11,44,中风险
12,0,0,0.85,-1.9,18158.0,14,18,低风险
4,0,1,0.5,22.9,16842.0,14,36,高风险
6,1,0,0.8,1.2,24737.0,10,40,中风险
11,1,0,0.15,9.0,14211.0,10,21,中风险
5,1,1,1.0,2.8,15526.0,2,41,中风险
15,1,0,0.5,-5.0,7632.0,12,28,低风险
20,1,1,0.7,12.1,11579.0,16,44,中风险
18,1,1,0.65,19.8,26053.0,15,31,高风险
20,1,1,0.3,21.4,10263.0,5,7,中风险
22,1,1,0.0,-0.3,6316.0,6,25,中风险
14,1,0,0.35,18.3,28684.0,12,16,中风险
5,1,1,0.4,9.0,18158.0,2,6,中风险
17,0,0,0.6,33.8,22105.0,0,20,中风险
8,0,0,0.25,2.8,16842.0,10,13,中风险
6,1,0,0.35,38.4,8947.0,4,27,中风险
12,1,0,0.2,32.2,6316.0,9,25,低风险
20,0,1,0.15,24.5,27368.0,1,29,高风险
18,0,1,0.35,32.2,15526.0,12,32,中风险
10,0,0,0.65,40.0,24737.0,6,36,中风险
5,0,1,1.0,13.6,5000.0,16,47,中风险
17,0,0,0.95,35.3,10263.0,1,12,低风险
12,0,0,0.5,21.4,28684.0,0,27,中风险
9,1,0,0.5,35.3,16842.0,13,42,低风险
22,0,1,0.45,36.9,26053.0,18,32,高风险
7,1,0,0.6,29.1,6316.0,12,28,低风险
6,0,0,0.7,30.7,7632.0,4,39,中风险
19,0,1,0.4,29.1,12895.0,16,52,中风险
3,1,1,0.5,19.8,28684.0,19,31,高风险
20,1,1,0.95,2.8,10263.0,4,29,低风险
18,1,1,0.95,10.5,11579.0,0,25,中风险
15,0,0,0.5,1.2,30000.0,3,36,中风险
